Protein	Structural Cluster	Cluster representative	Family	Class	Consensus Class	In_tree?	Best Hit UniprotKB entry	Best Hit UniprotKB name	Best Hit UniprotKB %id	Best Hit UniprotKB e-value	UniprotKB novelty%	Average identity	Average TM-score	Abundance	Redundant_names
2815439_len_305_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.5	6.30E-180	18.5	0.245	0.66169	0.004075199	-
2865060_len_309_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.5	5.70E-177	18.5	0.242	0.65323	0.001769598	-
SPA_MetaAn_3_l257_st122_e892_se-1_ID=53012_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_3_l259_st151_e927_se-1_ID=173986_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_3_l261_st30548_e31330_se-1_ID=520_28	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
5284997_len_309_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.5	8.50E-179	18.5	0.24	0.65308	0.003519432	-
SPA_MetaAn_3_l305_st2490_e3404_se1_ID=33168_5	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_3_l305_st271_e1185_se-1_ID=42555_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_3_l305_st414_e1328_se-1_ID=23125_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A7C6W4P0	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	75.7	2.00E-167	24.3	0.102	0.44769	0	-
SPA_MetaAn_3_l305_st557_e1471_se1_ID=76312_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A7C6W4P0	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	96.4	0.00E+00	3.6	0.107	0.4592	0	-
SPA_MetaAn_3_l305_st620_e1534_se1_ID=42652_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_58_l304_st505_e1416_se1_ID=27654_2	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.5	8.50E-180	18.5	0.242	0.66095	0.001409004	-
5518644_len_306_MetaAn_58	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.2	9.30E-180	18.8	0.242	0.66166	0.005249551	-
SPA_MetaAn_3_l316_st1298_e2245_se1_ID=63295_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A2G6AV89	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	87.3	0.00E+00	12.7	0.096	0.43507	0	-
699317_len_305_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.2	0.00E+00	18.8	0.243	0.66105	0.00273751	-
SPA_MetaAn_30_l312_st942_e1877_se-1_ID=47883_3	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
1093953_len_310_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	81.1	4.40E-179	18.9	0.238	0.6532	0.006386631	-
SPA_MetaAn_30_l319_st72_e1028_se1_ID=31132_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A2T1EFZ9	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	98.7	0.00E+00	1.3	0.097	0.43017	0	-
24605138_len_302_MetaAn_61	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1Q7CLL1	Subclass B3 metallo-beta-lactamase	81	2.30E-176	19	0.198	0.66045	0.005926914	-
SPA_MetaAn_32_l312_st6682_e7617_se-1_ID=3466_12	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_39_l324_st1369_e2340_se1_ID=16383_3	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	K9T7Y7	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	63.6	1.10E-147	36.4	0.096	0.42552	0	-
5036653_len_309_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	80.9	3.30E-176	19.1	0.243	0.65503	0.002119671	-
14259248_len_245_MetaAn_9	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A936RF45	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	80.7	5.40E-147	19.3	0.152	0.66215	0.00571261	-
43729996_len_311_MetaAn_28	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A2G4JLX1	Subclass B3 metallo-beta-lactamase	80.6	1.40E-175	19.4	0.209	0.64466	0.011459155	-
SPA_MetaAn_46_l312_st419_e1354_se-1_ID=55873_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A2V8RXK3	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	65.5	2.00E-148	34.5	0.104	0.43822	0	-
5529096_len_254_MetaAn_57	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A3D6BCI0	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	80.6	3.80E-151	19.4	0.148	0.62211	0.023144973	-
SPA_MetaAn_53_l303_st2187_e3095_se-1_ID=3469_4	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A8E9ZUT7	Subclass B3 metallo-beta-lactamase B3SU1-1	80.6	2.10E-175	19.4	0.21	0.64081	0.011876062	-
SPA_MetaAn_48_l309_st5_e931_se-1_ID=316_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A522F7T7	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	79.9	0.00E+00	20.1	0.095	0.44226	0	-
SPA_MetaAn_21_l223_st44_e712_se1_ID=156526_1	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A936RF45	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	80.2	4.70E-133	19.8	0.156	0.62012	0.011518714	-
27650412_len_293_MetaAn_61	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1Q6YPW6	Subclass B3 metallo-beta-lactamase	80	5.10E-173	20	0.207	0.67496	0.003551384	-
5655421_len_310_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	79.5	3.00E-177	20.5	0.236	0.6524	0.002096606	-
23898207_len_268_MetaAn_63	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A934KND1	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	79.3	5.10E-156	20.7	0.125	0.56113	0.002056275	-
SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	78.1	6.50E-162	21.9	0.21	0.66181	0.014493044	-
32238791_len_247_MetaAn_68	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A1F3JWN5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	77.9	9.70E-146	22.1	0.154	0.65948	0.000283554	-
15822599_len_254_MetaAn_2	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A3D6BCI0	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	77.8	2.70E-144	22.2	0.154	0.6265	0.003334449	-
2485911_len_306_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	77.6	6.70E-166	22.4	0.233	0.65506	0.003054295	-
SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A935C8A3	Subclass B3 metallo-beta-lactamase	77.3	2.30E-161	22.7	0.204	0.65567	0.011908196	-
SPA_MetaAn_53_l313_st265_e1203_se-1_ID=1729_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
31192861_len_242_MetaAn_74	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	77.1	2.20E-140	22.9	0.149	0.64898	0.002505647	-
13353843_len_324_MetaAn_61	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1Q7SU32	Subclass B3 metallo-beta-lactamase	76.6	9.70E-163	23.4	0.183	0.61357	0.000395133	-
SPA_MetaAn_78_l250_st139_e888_se-1_ID=10946_2	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	76.5	2.10E-133	23.5	0.153	0.65281	0.010351891	-
SPA_MetaAn_55_l344_st365_e1396_se1_ID=17065_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A8J7G2S8	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	63.1	1.50E-145	36.9	0.094	0.40811	0	-
SPA_MetaAn_20_l304_st1244_e2155_se-1_ID=23402_3	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	75.9	6.00E-166	24.1	0.24	0.65843	0.000446067	-
7073615_len_313_MetaAn_57	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	75.8	7.20E-165	24.2	0.228	0.64607	0.000876766	-
7421463_len_303_MetaAn_67	B3-VII	SMB-1	Undefined	Candidate	B3	Yes	A0A1E3YLW5	Metallo-beta-lactamase domain-containing protein	75.8	4.70E-158	24.2	0.215	0.65651	0.002774562	-
3945355_len_245_MetaAn_57	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A1T5PCW7	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	75.7	3.90E-137	24.3	0.152	0.61916	0.011138333	-
SPA_MetaAn_47_l307_st2141_e3061_se-1_ID=8053_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	75.7	1.60E-166	24.3	0.235	0.65284	0.00702898	-
SPA_MetaAn_68_l310_st1234_e2163_se-1_ID=46255_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1G3KXE1	Subclass B3 metallo-beta-lactamase	75.7	1.60E-163	24.3	0.19	0.62738	0.003180648	-
SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A935C8A3	Subclass B3 metallo-beta-lactamase	75.5	1.10E-154	24.5	0.199	0.65388	0.011259868	-
31107171_len_310_MetaAn_73	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	75.3	2.60E-166	24.7	0.233	0.6515	0.002693336	-
SPA_MetaAn_82_l309_st3053_e3979_se-1_ID=17574_3	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A6I2KYQ9	Subclass B3 metallo-beta-lactamase	75.3	2.50E-162	24.7	0.207	0.64624	0.017383572	-
SPA_MetaAn_1_l295_st397_e1281_se1_ID=5063_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A521AX28	Metallo-beta-lactamase class B	75.1	5.10E-153	24.9	0.213	0.65329	0.022334136	-
10445328_len_309_MetaAn_4	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A924SPX8	Subclass B3 metallo-beta-lactamase	75	1.80E-157	25	0.2	0.64251	0.001238558	-
20847572_len_306_MetaAn_67	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1E3YLW5	Metallo-beta-lactamase domain-containing protein	74.9	1.40E-160	25.1	0.211	0.64997	0.001501245	-
SPA_MetaAn_58_l305_st26060_e26974_se1_ID=232_26	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	74.8	9.30E-161	25.2	0.234	0.64915	0.008299546	-
19299645_len_359_MetaAn_62	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A059WZX5	SubclassB3_beta_lactamase	74.6	1.30E-154	25.4	0.186	0.5531	0.00232671	-
973004_len_254_MetaAn_57	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A4Y5UL56	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	74.6	2.50E-140	25.4	0.156	0.63138	0.023032295	-
SPA_MetaAn_75_l246_st952_e1689_se1_ID=978_2	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	74.4	2.80E-137	25.6	0.156	0.64751	0.032241925	-
22205451_len_309_MetaAn_28	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	74.3	9.30E-162	25.7	0.236	0.6525	0.000104521	-
9854109_len_297_MetaAn_65	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5J5IAW3	Subclass B3 metallo-beta-lactamase	74.3	8.50E-153	25.7	0.204	0.65369	0.008150081	-
343759_len_313_MetaAn_57	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	74.2	3.10E-159	25.8	0.234	0.64919	0.002056059	-
39705250_len_305_MetaAn_50	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A936NXE3	Subclass B3 metallo-beta-lactamase	74.1	8.70E-153	25.9	0.202	0.65314	0.0000607	-
1120342_len_281_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1Q3QVI2	Subclass B3 metallo-beta-lactamase	73.7	5.90E-145	26.3	0.218	0.69244	0.015647089	-
13123245_len_306_MetaAn_47	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A059WZX5	SubclassB3_beta_lactamase	73.4	2.90E-149	26.6	0.217	0.64351	0.01262038	-
1910646_len_281_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1Q7SU32	Subclass B3 metallo-beta-lactamase	73.3	2.10E-148	26.7	0.218	0.70123	0.000986831	-
SPA_MetaAn_68_l304_st12496_e13407_se1_ID=4114_16	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A6G7ZII4	Subclass B3 metallo-beta-lactamase	73.2	8.00E-158	26.8	0.237	0.66003	0.005876987	-
4616652_len_310_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	73.1	6.20E-158	26.9	0.231	0.64365	0.001546655	-
5424715_len_302_MetaAn_54	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A2V8G5J4	Subclass B3 metallo-beta-lactamase	72.9	4.10E-157	27.1	0.198	0.651	0.029088889	-
SPA_MetaAn_62_l247_st32_e772_se1_ID=100963_1	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A7W0VWB3	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	69.6	2.10E-122	30.4	0.154	0.62445	0	-
7492079_len_340_MetaAn_47	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	72.9	6.50E-161	27.1	0.209	0.59545	0.00343817	-
SPA_MetaAn_74_l296_st228_e1115_se1_ID=172172_1	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	72.7	7.00E-151	27.3	0.207	0.65599	0.007050389	-
10210270_len_294_MetaAn_7	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A4U0EJV5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	72.6	2.30E-145	27.4	0.133	0.5499	0.001350105	-
4292432_len_268_MetaAn_10	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A4U0EJV5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	72.6	4.50E-143	27.4	0.146	0.59363	0.006738362	-
45804876_len_301_MetaAn_17	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A7W0K7Z1	Subclass B3 metallo-beta-lactamase	72.6	1.70E-136	27.4	0.217	0.65692	0.005600828	-
SPA_MetaAn_53_l309_st775_e1701_se-1_ID=13354_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	72.5	4.90E-157	27.5	0.231	0.639	0.009011091	-
35894877_len_310_MetaAn_73	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	72.4	2.80E-154	27.6	0.23	0.65218	0.001268826	-
SPA_MetaAn_82_l289_st242_e1108_se-1_ID=153429_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A3D1AQ43	Subclass B3 metallo-beta-lactamase	72.4	6.30E-143	27.6	0.205	0.68375	0.01136092	-
SPA_MetaAn_63_l303_st171_e1079_se-1_ID=99461_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A934Y5R4	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	88.4	0.00E+00	11.6	0.091	0.44867	0	-
SPA_MetaAn_83_l316_st79_e1026_se1_ID=27587_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	72.4	2.60E-151	27.6	0.196	0.61269	0.006507139	-
SPA_MetaAn_63_l311_st446_e1378_se1_ID=79761_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_84_l307_st5846_e6766_se1_ID=1142_5	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1D8AUF8	Metallo-beta-lactamase L1, 3.5.2.6	72.4	2.00E-152	27.6	0.203	0.64267	0.012377421	-
22470036_len_310_MetaAn_68	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A973AHM0	Subclass B3 metallo-beta-lactamase	72.2	4.30E-156	27.8	0.196	0.63873	0.003126911	-
6119140_len_268_MetaAn_10	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A934KND1	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	72.2	5.20E-142	27.8	0.142	0.59585	0.000410234	-
SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A953UKS1	Subclass B3 metallo-beta-lactamase	72.2	2.70E-149	27.8	0.2	0.66533	0.005428685	-
SPA_MetaAn_78_l292_st311_e1186_se1_ID=11351_1	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	72	6.70E-150	28	0.203	0.65435	0.007386667	-
SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	71.9	2.50E-158	28.1	0.24	0.65846	0.016975305	-
SPA_MetaAn_62_l295_st1883_e2767_se1_ID=331_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	71.9	2.20E-149	28.1	0.21	0.65829	0.014104064	-
SPA_MetaAn_67_l261_st3180_e3962_se1_ID=6342_5	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A1Y0G2W2	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	70.4	4.70E-130	29.6	0.137	0.59382	0	-
7687177_len_317_MetaAn_57	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	71.5	4.60E-155	28.5	0.225	0.63781	0.002116382	-
SPA_MetaAn_67_l305_st117_e1031_se1_ID=147636_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A661XNQ9	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	58.4	3.20E-126	41.6	0.086	0.44411	0	-
SPA_MetaAn_30_l315_st941_e1885_se-1_ID=36976_3	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A059WGU9	BJP_beta_lactamase	71.5	3.70E-147	28.5	0.187	0.63075	0.005999972	-
6101270_len_268_MetaAn_7	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A4U0EJV5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	71.4	1.30E-142	28.6	0.146	0.59757	0.00330476	-
13972784_len_309_MetaAn_28	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	71.3	9.80E-157	28.7	0.233	0.65303	0.000862438	-
SPA_MetaAn_53_l306_st1851_e2768_se-1_ID=7003_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	71	1.80E-156	29	0.238	0.65768	0.012492438	-
10256508_len_294_MetaAn_65	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	70.9	3.90E-145	29.1	0.207	0.66007	0.002738767	-
2579854_len_296_MetaAn_62	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	70.7	4.20E-152	29.3	0.21	0.65928	0.00072348	-
SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	70.7	9.00E-131	29.3	0.137	0.58617	0.011375259	-
SPA_MetaAn_65_l309_st7098_e8024_se-1_ID=3951_7	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1L6K5Z9	Carbapenem-hydrolyzing metallo-beta-lactamase CRD3-1	70.6	4.80E-155	29.4	0.235	0.65508	0.005798227	-
SPA_MetaAn_7_l261_st1227_e2009_se1_ID=39667_3	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
3068210_len_306_MetaAn_61	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A2W0BLF2	Subclass B3 metallo-beta-lactamase	70.4	8.30E-140	29.6	0.194	0.64425	0.008631421	-
SPA_MetaAn_83_l305_st11_e925_se-1_ID=174187_1	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A953UKS1	Subclass B3 metallo-beta-lactamase	70.4	1.50E-147	29.6	0.196	0.64827	0.009643915	-
